text,disaster_type
RT @ABCNews24: Tanya Plibersek: We should do whatever we can to assist the countries hit by this natural disaster #NepalEarthquake #auspol,earthquake
RT @siobhanheanue: Kathmandu patan district. Old royal square devastated. http://t.co/Fq0CSRgeGM,earthquake
RT @iAfiaaHussain: My prayers go to all those people who have lost their loved ones and their homes due to the earthquake. We stand with yoâ¦,earthquake
RT @ghrdthehague: You can also send your personal message to us by adding the hashtag #CardsForNepal! #Nepal #NepalEarthquake,earthquake
"Death Toll From Nepal Quake Jumps Over 2,100: The earthquake struck near Kathmandu, Nepal's capital. http://t.co/A400xYRhVZ",earthquake
"@mashable Powerful 6.7 aftershock hits Kathmandu, Mount Everest: A powerful, magnitude 6.7 afters... http://t.co/jr33BakZWb #socialmedia",earthquake
... And they need help from Nepal https://t.co/P7AxbJ2tSj,earthquake
RT @humanityfirstuk: HF #medical team of 12 from UK arriving in Delhi this morning. Team from USA on standby. #NepalQuake,earthquake
RT @DeIics: Over 4000 people died in the Nepal earthquake but no one seems to care about that right now,earthquake
Help RT My Sister SYDNEY SCHUMACHER is MISSING in #langtang #NepalEarthquake info on the website https://t.co/xPcHCz2XwM help,earthquake
RT @girlposts: Keep Nepal in your prayers http://t.co/QnsrOAZr5H,earthquake
"RT @hichamchraibi: KATHMANDU, Nepal (AP) â Social media is a chronicle of life, and sometimes death. So perhaps it.. http://t.co/09gjj12wYoâ¦",earthquake
"Thx buddy mom safe in Kathmandu ""@tennis_updates: @tennisbuddys hope everyone is okay, and always stay strong in this tough moment, Aruna.""",earthquake
RT @worldvisioncan: Canadian gov't will match dollar-for-dollar for donations contributed to the #NepalEarthquake. Help now: http://t.co/fkâ¦,earthquake
"Death toll from Nepal earthquake rises to more than 4,700, with more than 9,000 injured. http://t.co/J12YUPMiyv.",earthquake
RT @PDChina: 25 of 200 Chinese stranded in a hydropower station in #Nepal were airlifted to safety on Tues by Chinese helicopter. http://t.â¦,earthquake
Our thoughts and prayers are with the people of Nepal. http://t.co/foUKYzUrpl,earthquake
"RT @AnupKaphle: Most journalists asking for help w/ contacts in #Nepal are interested in Everest, not earthquake story.   2,200+ are dead. â¦",earthquake
"Don't expect much from the government buy water purifiers, clean your surroundings, wash your hands. Help the you can #ItsUpToUs #Nepal",earthquake
RT @thevirdas: Emergency contact Numbers for Nepal. Spread the word guys please. http://t.co/DbIn2zuqSu,earthquake
RT @SPoonia777: PM of India send relief team &amp; material to Nepal within few hours of disaster where there is will there is a way #MSGHelpEaâ¦,earthquake
RT @Melissa_PPI: Help our friends help others #NepalEarthquake  https://t.co/htYh9jBS3Q,earthquake
RT @GagePrk: @Dichenlachman thoughts and prayers for the people of Nepal.,earthquake
"RT @diary_of_a_hack: ""@NorthmenPK: #Everest base camp after #NepalEarthquake. #NepalQuake http://t.co/G1aNytcEcW""  @htTweets @Rezhasan",earthquake
"Again, Aftershock! Was it aftershock or really an earthquale? #NepalQuake",earthquake
My deepest sympathy goes out to all those in Baltimore and Nepal right now. Remain strong! Our prayers are with you.,earthquake
Whatsapp working on stopping Rumor Mongers from spreading rumors by filtering such messaeges related #NepalEarthquake beware don't sprd rumr,earthquake
@EWScrippsCo teaming up with @WorldCareAZ to raise funds and collect items for victims in #Nepal. We're live all day at Sir Vezas on @KGUN9,earthquake
Â» Nepal Map #NepalMap Nepal earthquake: Devastation in maps and images Â» UPDATE Â» Ontario CAN Oshawa CAN... http://t.co/750BQ9NISx,earthquake
Inspired by @LydiaKo donating this weeks winnings to the victims of the Nepal earthquake.,earthquake
Earthquake in Nepal Kills Hundreds and Levels Buildings - New York Times - http://t.co/cqIpqKySR7,earthquake
RT @insanneha: #MSGHelpEarthquakeVictims  Indian prime minister Narendra Modi has ordered an immediate dispatch of relief and medical teamsâ¦,earthquake
#IStandWithZeeNews See how facts being twisted by morons @gsurya @rkhuria http://t.co/07XJHw2EGa https://t.co/KkcyVn9xNV,earthquake
RT @minholdnew: Jong reminded about Sewol Tragedy Key posted about earthquake in Nepal  How proud I am with the boys &lt;3,earthquake
"RT @NRC_Egeland: Nepalese civil society is by far the biggest responder in #NepalEarthquake, but once again largely ignored by internationaâ¦",earthquake
"#Nepal #Disaster â Nepalis dig through quake rubble for survivors, PM says toll could be 10,000 â The deathâ¦ http://t.co/H7LVXwJ150 #News",earthquake
TODAYshow: RT Miguelnbc: Our TODAYshow story this morning in Kathmandu - the search for the dead and the living: http://t.co/QGyiwu9gUC,earthquake
RT @saaurabhshuklaa: Death toll in #NepalEarthquake crosses 2200. Over 5000 injured #Kathmanduquake #avalanche  #IndiaWithNepal,earthquake
RT @HathwalaThakur: Whole nation is trying to help Nepal in every possible way - #Prestitutes will never fail to show stupidity. https://t.â¦,earthquake
Aid agencies prepare 'massive' operations in quake-hit Nepal- overview of aid operations http://t.co/q2VXToPfeL,earthquake
"RT @rkarnad: Truly awful sight. Kathmandu's Darbar Square, a UNESCO World Heritage site, in ruins after today's earthquake. http://t.co/AoAâ¦",earthquake
RT @rahulkanwal: RSS' 2nd senior most functionary Dattatreya Hosable personally supervising relief operations in Kathmandu. http://t.co/cvQâ¦,earthquake
Xinhua abt 6.6m affected in nepal 2000dead A big tragedy @Zahenaseeb@DrJwalaG@ExSecular@NeelakshiGswm@unheard_in@RomeshNadir@nanditathhakur,earthquake
"RT @IsraeliPM: Â» PM Netanyahu, on behalf of the Israeli people, conveys his condolences to the people of Nepal. Israel will render any assiâ¦",earthquake
RT @jack: Take 30 seconds to fund UNICEF relief efforts for children and families displaced by the #NepalEarthquake: http://t.co/WDgAkFq4f4,earthquake
RT @himanshugolchha: Help make it happen for Nepal Earthquake Relief Fund: Worst affected areas on @indiegogo http://t.co/3eOhl2lzAn,earthquake
RT @LeaBlackMiami: Sending blessings to #Nepal  #heartbreaking. Life is fragile,earthquake
RT @dylandauzat: Prayers going out to the people in Nepal. May God be with you all,earthquake
'Many dead' in powerful Nepal quake http://t.co/gGHFnq0gTG,earthquake
"RT @ANI_news: When reports will cm from their death toll may climb to 5000-10,000:Baburam Bhattarai,frmr Nepal PM #NepalEarthqauke http://tâ¦",earthquake
"RT @dpradhanbjp: Had a joint discussion with IOCL,SSB,Cons.Gen.,IndianEmbassy,Nepal &amp; representatives from #earthquake affected areas. httpâ¦",earthquake
RT @LesleyRiddoch: I've given to @decappeal #NepalQuake Appeal. DONATE NOW http://t.co/LUhkMuTtly,earthquake
"#retweet: RT AJENews: Aftershocks reported as death toll in Nepal quake hits 2,430 killed http://t.co/IEHdsT726w http://t.co/4y1PzyLSae",earthquake
RT @davidblaine: The earthquake in Nepal is just devastating. Please help me rally relief efforts https://t.co/AE07roNZfp,earthquake
"RT @LokmanKarki: CIAA family has contributed a small bit to the victims of #NepalEarthquake by providing aid of Rs 12,847,850 seemore; httpâ¦",earthquake
RT @avarakai: @PandaJay This is what I tweeted in January (https://t.co/4rZSz1b8mA). Your leaders went &amp; Saved Indonesia's leaders. Can youâ¦,earthquake
RT @ShivAroor: Best story ever :) 4-month-old baby survives 24-hrs under rubble in Nepal. Nepal Army rescues. http://t.co/4wmBkCVmqd http:/â¦,earthquake
"Officials concede they made mistakes in initial response to Nepal quake that killed over 5,000: Anger and frus... http://t.co/B5llqk6mAk",earthquake
RT @zhoumi_419: UNICEF is taking action to help children+families affected by the devastating #NepalEarthquake. To help http://t.co/VzsbUrlâ¦,earthquake
RT @MrsAnneTwist: Awful news from Nepal. Mother Nature can be cruel. Thoughts go out across the land to all affected á½¡4,earthquake
RT @taslimanasreen: OMG! Pakistan sent beef to Nepal? Missionaries sent Bibles to Nepal? Monotheism sucks.,earthquake
"RT @BBCBreaking: Nepal urgently appeals for body bags, tents &amp; water as death toll tops 2,300 http://t.co/FEg9JApDaf (via @BBCSanjoyM) httpâ¦",earthquake
"In post-quake aid rush, Nepal neighbors jockey for position - Washington Post: http://t.co/z6zYXBcG2E Inâ¦ http://t.co/IOMdFHiOal",earthquake
RT @rahulsinghx: EXCLUSIVE: Army chief Gen Dalbir Singh cancels Sri Lanka tour (Apr27-30) as he wants to monitor rescue n relief ops in Nepâ¦,earthquake
RT @FarCrygame: The Far Cry dev teams are raising funds for @redcrosscanada relief efforts in Nepal. Learn how you can help here: http://t.â¦,earthquake
RT @UncleBlazer: weird putting things in perspective when the news goes from basically race riots in the US to almost 5000 dead in Nepal frâ¦,earthquake
"RT @HonestReporting: .@KenRoth is ignoring the real situation in #Gaza. And also, why undermine Israelâs humanitarian efforts in #Nepal ? hâ¦",earthquake
RT @USGS: Nepal EQ was caused by tectonic plate collision. Landsat scene includes the India (bottom) and Eurasian plates. http://t.co/NEmQPâ¦,earthquake
RT @AriaaJaeger: #PrayForNepal A 7.9 earthquake has killed more than 480 people. Pls join me in praying for #Nepal http://t.co/pHmrRMb5AG,earthquake
RT @JamzLdn: BBC taking their fancy helicopters into Nepal to talk about how everyone's dying but help no one,earthquake
RT @iSupportNamo: Spain seeks India's help in evacuating its nationals from Nepal (PTI),earthquake
RT @ThislsAmazing: Nepal earthquake: nearly 700 people dead. My prayers for the people Kathmandu. http://t.co/8q7B9SjZ45,earthquake
RT @FarOutAkhtar: Person finder.. #NepalQuake  http://t.co/jHRMBhi6Jd,earthquake
Deepest condolences for those whose near one passed in Nepal disaster,earthquake
RT @namgayzam: #Bhutan's aid commitment to #Nepal same as the US and Google: USD 1MN. http://t.co/PZ3n9Uzp8B,earthquake
RT @edinspotlight: Nepal fundraiser on tomorrow ALL DAY at the Gurkha Cafe on Cockburn Street #Edinburgh http://t.co/Ofb9n2dEUX,earthquake
RT @GappistanRadio: Finally read what Indian Express published.. LOLOL. Modi even knows caste breakup of every village in Nepal? Hahaha oh â¦,earthquake
Nepal earthquake: donate now to help children | Save the Children UK http://t.co/McOKxD8xT3,earthquake
Ham radio attempts to fill communication gaps in Nepal rescue effort http://t.co/A3MlrO0AOm #tcot,earthquake
"You guys, u know you have $10 in your bank account. This is the best way to spend it. Text GIVE NEPAL to 80088.  https://t.co/phwW6BwXQz",earthquake
Family of missing Ottawa hiker Faye Kennedy says she is alive but injured and airlifted to Kathmandu No idea of extent of injuries @CTVNews,earthquake
RT @washingtonpost: Aid groups knew an earthquake in Nepal would be a disaster. They also knew they could never raise enough to help. http:â¦,earthquake
Death toll uncertain as biggest quake in more than 80 years hits Nepal. http://t.co/FRu1ss7g4i,earthquake
"#NepalQuakeRelief are there centers open already in San Francisco, New York, DC ?",earthquake
RT @Viber: In response to the earthquake in Nepal we have switched off Viber Out billing so Nepal users can call any destination for free,earthquake
"RT @thelindsayellis: UNICEF is one of your best bets where international disaster relief is concerned - https://t.co/TAItAeVsRs Send money,â¦",earthquake
Kudos to The #IndianGovernment and #IndianArmy for great deed in Nepal.,earthquake
Donate using PayTM! #NepalEarthquake   https://t.co/zo6ZcMVlqX http://t.co/TqikdTjc1r,earthquake
Aid begins arriving in Nepal's remote quake-hit villages - http://t.co/IgJV1PLNC9,earthquake
Britain sends Gurkha soldiers for Nepal quake aid | https://t.co/hEYvNVFqVe,earthquake
RT- Nepal earthquake: At least 200 from Karnataka feared stranded: A day after an earthquake ravaged Nep... http://t.co/rfPqyccS5c #News,earthquake
"RT @timesofindia: 22 climbers dead, 217 missing in quake-triggered avalanche on Mt Everest.   Follow live: http://t.co/Evw1AsIdqN http://t.â¦",earthquake
RT @CNNMoney: A major earthquake was the last thing Nepal needed. Initial damage estimate: $5B http://t.co/gBOZ1GcVOi,earthquake
RT @UN: One way to help: @WFP appeals for funds to help survivors of the #NepalQuake. To donate: http://t.co/Lr56mwklKh http://t.co/h2Lm4gOâ¦,earthquake
"RT @TheAtlanticFOTO: Nepal After the Earthquake - 27 photos, immediate aftermath of the devastating 7.8 quake: http://t.co/pbM9UKxppw http:â¦",earthquake
RT @soniadutta1902: Don't forget you can #Donate here to #NepalQuakeRelief It's really EASY! https://t.co/6gQabUK7HX,earthquake
"RT @timesofindia: Just in: Fresh tremor of magnitude 5.1 felt in Nepal and India, people rush out of their homes.",earthquake
"RT @zankrut: We are with you Nepal, #ThankYouPM &amp; Team, Army, RSS and all selfless volunteers. Wonderful toon @satishacharya. http://t.co/Uâ¦",earthquake
RT @euronews: Watch: Man is pulled from Nepal earthquake rubble after 80-hour ordeal http://t.co/YhmqNYXBZj,earthquake
RT @WhirlingDervesh: Let us all pray that Mother Nature spares lives and does not cause further destruction in Nepal.,earthquake
"@swiiftwisdom complain about how there is no coverage on what's happening in Nepal, I'm gonna be pissed. http://t.co/p1OgB9ejn8",earthquake
Photoset: LAMBDA LEGAL - MAKING THE CASE FOR EQUALITY // DONATE TO HELP NEPAL http://t.co/RBYVo92rvD,earthquake
I hope those affected in Nepal all alright!!! My strength is in you #NepalEarthquake,earthquake
RT @CNNMoney: #NepalQuakeRelief donations so far: - 7 countries = $25M - nonprofits = $2.5M More:  http://t.co/qvmbU8R2wX http://t.co/Pyc1Vâ¦,earthquake
"For those of you unaware... An earthquake in Nepal just killed 4,000 people.",earthquake
RT @BJPLucknowBJP: Boundary Wall of Kathmandu Airport damaged in #NepalEarthquake http://t.co/eOrSPuKmU9,earthquake
"RT @cnnbrk: People desperate for food, medicine, shelter from #Nepalearthquake. At least 1,900 people are dead. http://t.co/hCyjO7YyS7",earthquake
Is there any difference between @INCIndia &amp; #Terroristan?? https://t.co/uH6NWBnIio,earthquake
Praying for the people of Nepal á½¤Fá¼¿C hoping they find their loved ones who are missing á½¡4,earthquake
@Dev_Fadnavis Is govt planning to send relief materials to Nepal?Appeal to all Mumbai citizens to come forward for helping Nepal #earthquake,earthquake
Earthquake levels Nepalâs beautiful historic buildings http://t.co/9cIROg8iQK #Occupy #OWS #occupywallstreet #OccupyHQ #GrassRoots #USA #â¦,earthquake
"RT @narendramodi: If we want to thank anyone, it should be the 125 crore people of India who have made Nepal's pain their own &amp; extended alâ¦",earthquake
"RT @waitbutwhy: The death toll from the scary Nepal quake has reached 2,500. But thats 0.8% of the Haiti toll: http://t.co/kFMq2kjtwi http:â¦",earthquake
"RT @kashishds: Historic #earthquake in #Nepal; much lost, many to mourn, as much to rebuild.Hopefully worst is over.Stay alert, safe http:/â¦",earthquake
"Nepal seeks help, death toll seen rising after devastating quake: KATHMANDU (Reuters) - Nepal urged countries ... http://t.co/TdnMh2tJuh",earthquake
